BatchId,Date,Region,Channel,Product,Revenue,Orders,Returns
BATCH-004910,2025-03-31,North,Web,Beverages,3423,135,7
BATCH-001662,2025-04-01,South,Partner,Beverages,4607,191,8
BATCH-001972,2025-04-01,South,Mobile,Home,7659,76,2
BATCH-002115,2025-04-01,West,Partner,Home,3730,37,1
BATCH-002191,2025-04-01,East,Web,Grocery,1692,34,1
BATCH-002615,2025-04-01,South,Mobile,Grocery,5889,133,6
BATCH-003202,2025-04-01,West,Mobile,Pet Care,13292,194,7
BATCH-003220,2025-04-01,West,Retail,Beverages,1856,57,2
BATCH-003404,2025-04-01,North,Mobile,Pet Care,1152,22,0
BATCH-003648,2025-04-01,North,Web,Grocery,1300,32,1
BATCH-003693,2025-04-01,East,Web,Personal Care,6686,138,7
BATCH-004352,2025-04-01,East,Web,Beverages,4904,169,7
BATCH-004505,2025-04-01,West,Web,Home,12612,165,11
BATCH-004551,2025-04-01,South,Mobile,Pet Care,12114,200,5
BATCH-004809,2025-04-01,East,Retail,Home,5253,72,3
BATCH-000194,2025-04-02,East,Web,Home,4144,58,1
BATCH-000651,2025-04-02,West,Partner,Personal Care,2365,44,2
BATCH-000674,2025-04-02,North,Retail,Grocery,2773,68,3
BATCH-000816,2025-04-02,South,Mobile,Grocery,6461,169,7
BATCH-001020,2025-04-02,West,Web,Home,9000,108,6
BATCH-001106,2025-04-02,West,Retail,Pet Care,5526,86,3
BATCH-001364,2025-04-02,South,Mobile,Grocery,2856,75,2
BATCH-001595,2025-04-02,North,Web,Home,10572,147,3
BATCH-002220,2025-04-02,North,Retail,Home,13388,137,3
BATCH-002279,2025-04-02,North,Partner,Grocery,3917,84,4
BATCH-002489,2025-04-02,West,Web,Beverages,877,30,1
BATCH-002554,2025-04-02,East,Mobile,Pet Care,4489,85,3
BATCH-002725,2025-04-02,East,Retail,Home,13951,151,6
BATCH-002766,2025-04-02,North,Partner,Beverages,4140,145,5
BATCH-002871,2025-04-02,East,Partner,Pet Care,7711,106,2
BATCH-003122,2025-04-02,East,Partner,Beverages,2172,75,1
BATCH-004439,2025-04-02,North,Partner,Home,8422,113,2
BATCH-004770,2025-04-02,North,Web,Personal Care,5804,111,4
BATCH-000076,2025-04-03,East,Mobile,Grocery,4939,123,3
BATCH-000163,2025-04-03,South,Retail,Personal Care,5296,103,4
BATCH-000364,2025-04-03,South,Web,Beverages,2865,102,6
BATCH-000682,2025-04-03,South,Web,Home,14703,199,8
BATCH-000964,2025-04-03,West,Mobile,Pet Care,7863,122,4
BATCH-002096,2025-04-03,West,Retail,Beverages,2547,96,2
BATCH-002104,2025-04-03,North,Retail,Grocery,8778,171,5
BATCH-002398,2025-04-03,East,Web,Pet Care,9367,168,11
BATCH-003622,2025-04-03,East,Web,Home,12220,143,4
BATCH-003655,2025-04-03,West,Web,Home,18593,184,11
BATCH-003840,2025-04-03,South,Mobile,Beverages,2182,67,4
BATCH-004082,2025-04-03,West,Web,Pet Care,10408,143,5
BATCH-004100,2025-04-03,North,Mobile,Pet Care,7030,113,5
BATCH-004324,2025-04-03,West,Mobile,Beverages,5474,167,6
BATCH-004369,2025-04-03,South,Mobile,Grocery,3812,99,3
BATCH-004736,2025-04-03,West,Partner,Beverages,4532,152,8
BATCH-004749,2025-04-03,South,Web,Beverages,4580,166,8
BATCH-000513,2025-04-04,East,Web,Beverages,5074,184,5
BATCH-001154,2025-04-04,West,Web,Beverages,1197,39,2
BATCH-001275,2025-04-04,South,Web,Home,3360,46,2
BATCH-001356,2025-04-04,South,Mobile,Pet Care,5411,98,6
BATCH-001579,2025-04-04,West,Retail,Pet Care,12602,188,8
BATCH-002947,2025-04-04,West,Web,Pet Care,5172,71,3
BATCH-003371,2025-04-04,North,Retail,Grocery,8380,185,5
BATCH-003532,2025-04-04,North,Web,Grocery,4797,95,2
BATCH-000340,2025-04-05,East,Retail,Pet Care,8981,145,8
BATCH-000561,2025-04-05,West,Web,Pet Care,6834,117,4
BATCH-000654,2025-04-05,North,Partner,Grocery,4049,88,2
BATCH-001377,2025-04-05,West,Mobile,Beverages,1094,43,1
BATCH-001478,2025-04-05,South,Partner,Grocery,5865,132,3
BATCH-002078,2025-04-05,North,Web,Grocery,1958,40,1
BATCH-003214,2025-04-05,South,Partner,Grocery,6827,187,7
BATCH-003286,2025-04-05,South,Mobile,Home,6789,68,3
BATCH-003341,2025-04-05,East,Partner,Home,3575,42,1
BATCH-003624,2025-04-05,South,Retail,Grocery,8576,172,5
BATCH-004006,2025-04-05,South,Web,Home,8115,95,2
BATCH-004094,2025-04-05,East,Mobile,Home,2520,33,2
BATCH-004567,2025-04-05,North,Mobile,Beverages,3818,162,5
BATCH-000234,2025-04-06,East,Web,Pet Care,6243,85,5
BATCH-001756,2025-04-06,South,Partner,Home,2267,26,1
BATCH-002415,2025-04-06,South,Retail,Personal Care,8280,153,6
BATCH-002551,2025-04-06,North,Mobile,Beverages,4152,169,5
BATCH-002838,2025-04-06,North,Retail,Home,14893,164,3
BATCH-003638,2025-04-06,South,Mobile,Personal Care,6030,103,3
BATCH-004003,2025-04-06,West,Retail,Beverages,1361,47,2
BATCH-004829,2025-04-06,North,Web,Pet Care,8647,126,6
BATCH-004948,2025-04-06,North,Web,Grocery,4557,122,6
BATCH-000017,2025-04-07,West,Mobile,Pet Care,3103,49,2
BATCH-000757,2025-04-07,West,Web,Home,12053,154,10
BATCH-001054,2025-04-07,South,Mobile,Grocery,1894,37,1
BATCH-001137,2025-04-07,East,Retail,Home,6866,83,3
BATCH-001169,2025-04-07,South,Retail,Personal Care,3582,71,1
BATCH-002550,2025-04-07,East,Web,Home,17437,188,10
BATCH-003012,2025-04-07,East,Web,Grocery,4132,90,3
BATCH-003580,2025-04-07,South,Mobile,Pet Care,2536,44,2
BATCH-003603,2025-04-07,West,Mobile,Home,10670,109,5
BATCH-000644,2025-04-08,West,Mobile,Beverages,2611,86,4
BATCH-000787,2025-04-08,East,Retail,Personal Care,2884,67,3
BATCH-000829,2025-04-08,South,Partner,Beverages,3212,121,4
BATCH-001005,2025-04-08,East,Partner,Pet Care,5678,93,1
BATCH-001030,2025-04-08,South,Retail,Grocery,3624,91,2
BATCH-001264,2025-04-08,East,Retail,Personal Care,4484,82,2
BATCH-001431,2025-04-08,East,Retail,Beverages,737,25,1
BATCH-001533,2025-04-08,South,Web,Beverages,1654,52,3
BATCH-002940,2025-04-08,West,Partner,Personal Care,2922,54,1
BATCH-002949,2025-04-08,West,Web,Personal Care,8202,184,7
BATCH-003397,2025-04-08,East,Mobile,Grocery,3479,95,6
BATCH-003602,2025-04-08,West,Mobile,Personal Care,8808,170,8
BATCH-003691,2025-04-08,East,Partner,Pet Care,3624,63,1
BATCH-004051,2025-04-08,West,Web,Home,16801,186,5
BATCH-004376,2025-04-08,West,Retail,Pet Care,3674,69,3
BATCH-004543,2025-04-08,East,Mobile,Grocery,2293,55,3
BATCH-000211,2025-04-09,South,Retail,Home,14110,147,7
BATCH-000442,2025-04-09,West,Web,Beverages,2869,109,6
BATCH-001105,2025-04-09,North,Partner,Grocery,3808,92,5
BATCH-001728,2025-04-09,North,Web,Home,6811,93,4
BATCH-001813,2025-04-09,West,Web,Grocery,6600,141,5
BATCH-001981,2025-04-09,North,Retail,Grocery,4970,136,3
BATCH-002092,2025-04-09,South,Mobile,Personal Care,3455,76,3
BATCH-003007,2025-04-09,East,Mobile,Grocery,4758,99,2
BATCH-003137,2025-04-09,South,Retail,Pet Care,9989,189,3
BATCH-004186,2025-04-09,West,Partner,Pet Care,2839,50,2
BATCH-004254,2025-04-09,East,Mobile,Pet Care,10459,196,6
BATCH-004298,2025-04-09,North,Retail,Pet Care,12261,193,5
BATCH-004799,2025-04-09,East,Web,Home,11268,113,7
BATCH-000080,2025-04-10,West,Partner,Personal Care,9401,182,9
BATCH-000164,2025-04-10,East,Web,Home,17516,177,4
BATCH-000263,2025-04-10,West,Mobile,Grocery,3084,64,2
BATCH-000594,2025-04-10,South,Mobile,Home,10209,124,5
BATCH-002327,2025-04-10,North,Mobile,Beverages,5014,194,8
BATCH-002575,2025-04-10,North,Partner,Beverages,4513,190,4
BATCH-002846,2025-04-10,North,Retail,Pet Care,7165,120,5
BATCH-002942,2025-04-10,West,Mobile,Home,2069,23,1
BATCH-003010,2025-04-10,South,Web,Home,7189,79,4
BATCH-003014,2025-04-10,North,Mobile,Beverages,4221,138,7
BATCH-003406,2025-04-10,North,Retail,Home,13193,182,5
BATCH-004589,2025-04-10,South,Mobile,Personal Care,11192,191,12
BATCH-004780,2025-04-10,East,Retail,Beverages,3141,119,4
BATCH-004967,2025-04-10,South,Retail,Beverages,822,27,1
BATCH-000110,2025-04-11,West,Mobile,Beverages,4948,161,4
BATCH-000142,2025-04-11,North,Retail,Personal Care,5522,95,4
BATCH-000348,2025-04-11,South,Retail,Personal Care,2077,47,1
BATCH-000854,2025-04-11,East,Mobile,Beverages,3196,120,3
BATCH-000973,2025-04-11,West,Web,Personal Care,6161,102,6
BATCH-001962,2025-04-11,East,Retail,Home,4112,58,3
BATCH-002016,2025-04-11,South,Retail,Home,3570,50,3
BATCH-002159,2025-04-11,South,Web,Beverages,5515,182,7
BATCH-002192,2025-04-11,West,Retail,Pet Care,9593,164,4
BATCH-002375,2025-04-11,East,Partner,Pet Care,1217,23,1
BATCH-002722,2025-04-11,West,Partner,Pet Care,8096,125,3
BATCH-003673,2025-04-11,South,Mobile,Home,6585,80,3
BATCH-004700,2025-04-11,South,Partner,Grocery,7402,153,2
BATCH-004846,2025-04-11,South,Retail,Personal Care,3497,59,1
BATCH-004897,2025-04-11,West,Mobile,Grocery,5448,137,8
BATCH-004961,2025-04-11,West,Retail,Pet Care,3303,45,1
BATCH-000038,2025-04-12,South,Mobile,Pet Care,3526,48,2
BATCH-000705,2025-04-12,South,Retail,Home,6147,61,2
BATCH-000874,2025-04-12,East,Mobile,Beverages,4328,185,4
BATCH-000953,2025-04-12,North,Partner,Personal Care,8718,171,9
BATCH-001433,2025-04-12,North,Partner,Personal Care,5024,104,2
BATCH-001459,2025-04-12,West,Retail,Home,2564,26,1
BATCH-002024,2025-04-12,South,Partner,Personal Care,5874,97,5
BATCH-002080,2025-04-12,West,Web,Beverages,3320,120,7
BATCH-002365,2025-04-12,North,Web,Beverages,797,34,2
BATCH-004058,2025-04-12,West,Mobile,Personal Care,9117,194,6
BATCH-004511,2025-04-12,South,Web,Pet Care,11049,180,6
BATCH-000023,2025-04-13,East,Partner,Pet Care,2548,41,1
BATCH-000739,2025-04-13,North,Retail,Home,13523,162,6
BATCH-001584,2025-04-13,South,Retail,Grocery,2062,43,1
BATCH-001958,2025-04-13,East,Web,Personal Care,5028,103,4
BATCH-001973,2025-04-13,North,Web,Beverages,2299,79,2
BATCH-002494,2025-04-13,South,Partner,Personal Care,9382,191,4
BATCH-003660,2025-04-13,East,Web,Personal Care,7166,157,6
BATCH-004011,2025-04-13,South,Mobile,Grocery,5937,145,9
BATCH-004093,2025-04-13,North,Mobile,Personal Care,5595,94,3
BATCH-000549,2025-04-14,North,Partner,Grocery,3963,92,3
BATCH-000822,2025-04-14,East,Mobile,Pet Care,6183,93,3
BATCH-001250,2025-04-14,West,Partner,Grocery,8877,195,7
BATCH-001663,2025-04-14,North,Retail,Pet Care,10990,156,2
BATCH-001800,2025-04-14,South,Partner,Home,8940,114,4
BATCH-001836,2025-04-14,North,Mobile,Beverages,6010,187,12
BATCH-002008,2025-04-14,North,Retail,Home,10420,142,3
BATCH-002221,2025-04-14,North,Partner,Home,19506,200,8
BATCH-002499,2025-04-14,South,Web,Pet Care,6275,95,4
BATCH-002718,2025-04-14,East,Retail,Grocery,8351,197,3
BATCH-003082,2025-04-14,East,Retail,Pet Care,6995,125,2
BATCH-003250,2025-04-14,East,Mobile,Beverages,3550,138,4
BATCH-003293,2025-04-14,East,Retail,Pet Care,8758,148,2
BATCH-003430,2025-04-14,South,Web,Home,3387,38,2
BATCH-004394,2025-04-14,South,Web,Pet Care,10867,199,5
BATCH-004664,2025-04-14,East,Partner,Home,9109,90,4
BATCH-004693,2025-04-14,North,Partner,Grocery,7452,170,7
BATCH-000147,2025-04-15,South,Partner,Beverages,2652,100,4
BATCH-000189,2025-04-15,South,Mobile,Grocery,5252,136,5
BATCH-000626,2025-04-15,South,Mobile,Home,3873,51,2
BATCH-000735,2025-04-15,East,Web,Personal Care,3857,65,1
BATCH-000885,2025-04-15,South,Web,Beverages,2177,89,5
BATCH-000956,2025-04-15,East,Mobile,Personal Care,6419,136,7
BATCH-001655,2025-04-15,South,Partner,Personal Care,1560,29,2
BATCH-001749,2025-04-15,South,Partner,Personal Care,3876,76,3
BATCH-002606,2025-04-15,West,Mobile,Grocery,5974,152,4
BATCH-002974,2025-04-15,North,Web,Grocery,2329,49,2
BATCH-004068,2025-04-15,East,Web,Personal Care,6692,114,5
BATCH-004084,2025-04-15,South,Web,Pet Care,6015,93,3
BATCH-000497,2025-04-16,East,Partner,Personal Care,8960,156,4
BATCH-001258,2025-04-16,West,Retail,Pet Care,2049,39,2
BATCH-001309,2025-04-16,South,Retail,Personal Care,3702,66,3
BATCH-001317,2025-04-16,North,Partner,Pet Care,5242,77,2
BATCH-002529,2025-04-16,West,Web,Personal Care,8305,174,11
BATCH-002634,2025-04-16,West,Web,Grocery,1126,22,1
BATCH-003081,2025-04-16,North,Partner,Pet Care,13751,200,3
BATCH-003421,2025-04-16,West,Partner,Grocery,2608,72,1
BATCH-003826,2025-04-16,East,Partner,Beverages,3133,104,1
BATCH-004078,2025-04-16,East,Partner,Pet Care,4790,68,4
BATCH-004626,2025-04-16,South,Mobile,Home,14823,193,5
BATCH-000126,2025-04-17,South,Retail,Personal Care,4211,89,3
BATCH-000271,2025-04-17,East,Retail,Personal Care,4625,78,2
BATCH-000483,2025-04-17,West,Partner,Home,10367,108,3
BATCH-000804,2025-04-17,South,Partner,Personal Care,10786,189,3
BATCH-000818,2025-04-17,North,Web,Beverages,1879,60,3
BATCH-000888,2025-04-17,East,Mobile,Grocery,4190,108,6
BATCH-001044,2025-04-17,East,Partner,Grocery,5163,123,2
BATCH-001156,2025-04-17,South,Partner,Pet Care,1171,20,1
BATCH-001245,2025-04-17,West,Partner,Home,5289,72,4
BATCH-001600,2025-04-17,East,Retail,Personal Care,4135,89,3
BATCH-001765,2025-04-17,South,Mobile,Home,7833,103,7
BATCH-002729,2025-04-17,North,Partner,Home,3421,38,1
BATCH-002927,2025-04-17,East,Retail,Pet Care,1658,29,1
BATCH-003223,2025-04-17,West,Retail,Personal Care,2881,64,3
BATCH-003299,2025-04-17,West,Partner,Beverages,1094,34,2
BATCH-004121,2025-04-17,West,Retail,Beverages,2522,77,2
BATCH-004641,2025-04-17,North,Partner,Pet Care,12126,184,10
BATCH-004957,2025-04-17,East,Retail,Personal Care,5100,98,4
BATCH-000454,2025-04-18,East,Retail,Beverages,3671,157,4
BATCH-000877,2025-04-18,West,Web,Beverages,4930,151,5
BATCH-001307,2025-04-18,West,Mobile,Grocery,3744,75,3
BATCH-001315,2025-04-18,South,Partner,Personal Care,7578,169,4
BATCH-001867,2025-04-18,North,Web,Personal Care,5187,93,3
BATCH-002167,2025-04-18,West,Web,Beverages,1273,55,3
BATCH-002210,2025-04-18,South,Retail,Beverages,1534,60,2
BATCH-002623,2025-04-18,East,Web,Pet Care,6116,94,3
BATCH-002680,2025-04-18,East,Partner,Grocery,4615,112,3
BATCH-002909,2025-04-18,West,Partner,Beverages,2547,78,2
BATCH-003899,2025-04-18,East,Retail,Pet Care,3402,58,1
BATCH-004049,2025-04-18,East,Web,Grocery,3673,86,4
BATCH-004118,2025-04-18,West,Mobile,Grocery,4168,115,8
BATCH-004730,2025-04-18,West,Retail,Personal Care,2057,43,2
BATCH-000422,2025-04-19,South,Mobile,Home,12208,155,9
BATCH-001049,2025-04-19,East,Mobile,Pet Care,1104,20,1
BATCH-001097,2025-04-19,North,Partner,Personal Care,996,23,0
BATCH-001470,2025-04-19,North,Web,Home,9096,97,3
BATCH-001725,2025-04-19,North,Partner,Beverages,918,28,1
BATCH-001876,2025-04-19,East,Partner,Pet Care,8672,118,5
BATCH-001940,2025-04-19,South,Mobile,Home,9403,107,6
BATCH-002459,2025-04-19,South,Web,Pet Care,5724,89,4
BATCH-002671,2025-04-19,West,Mobile,Home,3294,36,1
BATCH-003512,2025-04-19,East,Mobile,Home,9993,111,7
BATCH-004332,2025-04-19,South,Retail,Home,12857,146,7
BATCH-004412,2025-04-19,North,Partner,Pet Care,4292,62,2
BATCH-004676,2025-04-19,East,Retail,Pet Care,9827,147,3
BATCH-000324,2025-04-20,East,Web,Pet Care,5390,80,3
BATCH-000369,2025-04-20,East,Web,Personal Care,9063,159,4
BATCH-000826,2025-04-20,North,Mobile,Home,8906,98,2
BATCH-001552,2025-04-20,North,Retail,Grocery,6366,137,5
BATCH-002119,2025-04-20,West,Retail,Beverages,1448,46,2
BATCH-002262,2025-04-20,East,Partner,Grocery,3106,80,2
BATCH-002285,2025-04-20,East,Mobile,Personal Care,1971,35,1
BATCH-002557,2025-04-20,South,Partner,Grocery,5982,160,2
BATCH-004064,2025-04-20,East,Retail,Beverages,2224,86,3
BATCH-004370,2025-04-20,East,Retail,Grocery,5078,113,6
BATCH-004919,2025-04-20,North,Retail,Home,11505,149,8
BATCH-000043,2025-04-21,East,Retail,Grocery,9404,183,4
BATCH-000212,2025-04-21,South,Mobile,Grocery,2721,55,1
BATCH-000538,2025-04-21,East,Retail,Beverages,4393,151,4
BATCH-000589,2025-04-21,West,Web,Grocery,8016,181,10
BATCH-000661,2025-04-21,East,Partner,Pet Care,1996,34,1
BATCH-000930,2025-04-21,South,Web,Pet Care,8424,119,6
BATCH-001151,2025-04-21,West,Retail,Beverages,5406,187,10
BATCH-001624,2025-04-21,East,Mobile,Grocery,6029,149,6
BATCH-001632,2025-04-21,North,Retail,Pet Care,1755,25,0
BATCH-002020,2025-04-21,East,Web,Grocery,4548,90,6
BATCH-002134,2025-04-21,North,Mobile,Grocery,1260,29,1
BATCH-002277,2025-04-21,West,Retail,Grocery,6821,180,5
BATCH-002629,2025-04-21,East,Web,Beverages,2089,79,3
BATCH-003144,2025-04-21,West,Retail,Grocery,1653,41,1
BATCH-003327,2025-04-21,West,Web,Grocery,2853,65,3
BATCH-003564,2025-04-21,South,Mobile,Personal Care,6143,116,3
BATCH-003647,2025-04-21,North,Mobile,Pet Care,8824,163,6
BATCH-003940,2025-04-21,West,Retail,Grocery,6734,170,3
BATCH-004251,2025-04-21,North,Web,Grocery,1220,25,1
BATCH-004590,2025-04-21,North,Retail,Grocery,3818,91,2
BATCH-004998,2025-04-21,South,Retail,Personal Care,2458,43,1
BATCH-000077,2025-04-22,West,Partner,Home,11161,122,3
BATCH-000268,2025-04-22,North,Partner,Grocery,6850,141,3
BATCH-000531,2025-04-22,South,Web,Beverages,1972,85,2
BATCH-000648,2025-04-22,West,Partner,Pet Care,2101,40,1
BATCH-000697,2025-04-22,West,Partner,Personal Care,3814,89,5
BATCH-001337,2025-04-22,East,Mobile,Grocery,6362,159,4
BATCH-001743,2025-04-22,West,Partner,Home,7859,80,2
BATCH-002066,2025-04-22,West,Retail,Pet Care,12338,171,6
BATCH-002332,2025-04-22,South,Mobile,Beverages,4217,135,8
BATCH-002827,2025-04-22,West,Retail,Personal Care,4248,98,5
BATCH-002830,2025-04-22,North,Retail,Home,6735,85,2
BATCH-003187,2025-04-22,West,Web,Grocery,5312,132,5
BATCH-003875,2025-04-22,North,Mobile,Grocery,6576,164,9
BATCH-004046,2025-04-22,West,Mobile,Grocery,1580,39,1
BATCH-004345,2025-04-22,North,Web,Pet Care,4293,67,4
BATCH-004479,2025-04-22,East,Mobile,Grocery,4293,104,4
BATCH-000021,2025-04-23,North,Mobile,Pet Care,1968,37,1
BATCH-000120,2025-04-23,West,Web,Personal Care,7105,122,4
BATCH-000535,2025-04-23,South,Mobile,Pet Care,4453,76,5
BATCH-000621,2025-04-23,East,Partner,Grocery,8891,193,9
BATCH-000770,2025-04-23,East,Web,Beverages,1405,59,4
BATCH-000776,2025-04-23,North,Partner,Beverages,5445,168,6
BATCH-001123,2025-04-23,North,Retail,Home,8046,89,3
BATCH-001234,2025-04-23,North,Partner,Personal Care,7910,170,7
BATCH-001482,2025-04-23,South,Partner,Personal Care,3460,72,4
BATCH-001833,2025-04-23,East,Retail,Beverages,1253,48,2
BATCH-001948,2025-04-23,West,Partner,Pet Care,9587,143,6
BATCH-001982,2025-04-23,East,Retail,Pet Care,7944,120,7
BATCH-002291,2025-04-23,North,Retail,Home,5796,59,2
BATCH-002381,2025-04-23,North,Web,Beverages,901,29,2
BATCH-002435,2025-04-23,South,Retail,Beverages,6012,193,3
BATCH-002934,2025-04-23,East,Mobile,Pet Care,10817,166,10
BATCH-003124,2025-04-23,South,Mobile,Grocery,7017,145,5
BATCH-004236,2025-04-23,North,Mobile,Beverages,1257,42,2
BATCH-004300,2025-04-23,East,Partner,Pet Care,9916,166,7
BATCH-004494,2025-04-23,South,Web,Beverages,5538,178,7
BATCH-004520,2025-04-23,South,Web,Personal Care,1329,28,1
BATCH-004892,2025-04-23,West,Mobile,Home,7637,88,5
BATCH-000146,2025-04-24,East,Partner,Pet Care,11845,180,4
BATCH-000148,2025-04-24,North,Web,Beverages,3994,147,8
BATCH-000500,2025-04-24,South,Mobile,Home,8982,100,2
BATCH-001971,2025-04-24,West,Web,Personal Care,8518,176,6
BATCH-001991,2025-04-24,East,Web,Beverages,2296,90,5
BATCH-003774,2025-04-24,North,Mobile,Beverages,3997,172,9
BATCH-004546,2025-04-24,East,Mobile,Pet Care,2086,35,1
BATCH-000067,2025-04-25,North,Partner,Beverages,2394,88,3
BATCH-000461,2025-04-25,West,Partner,Home,7043,95,3
BATCH-000710,2025-04-25,East,Mobile,Personal Care,8883,182,11
BATCH-000736,2025-04-25,North,Partner,Personal Care,5507,115,4
BATCH-000944,2025-04-25,North,Mobile,Beverages,3777,137,7
BATCH-001024,2025-04-25,South,Web,Beverages,4266,169,4
BATCH-001928,2025-04-25,East,Web,Personal Care,9115,154,9
BATCH-002144,2025-04-25,North,Retail,Grocery,1841,45,1
BATCH-002812,2025-04-25,East,Retail,Home,11746,132,6
BATCH-003001,2025-04-25,West,Mobile,Beverages,4036,157,4
BATCH-004107,2025-04-25,East,Retail,Grocery,8617,193,2
BATCH-004895,2025-04-25,West,Partner,Home,16907,174,9
BATCH-000244,2025-04-26,South,Retail,Home,12837,142,3
BATCH-000302,2025-04-26,South,Partner,Personal Care,7865,162,6
BATCH-000405,2025-04-26,North,Mobile,Home,8522,101,3
BATCH-000436,2025-04-26,West,Partner,Home,8480,90,4
BATCH-000606,2025-04-26,North,Retail,Grocery,4946,127,5
BATCH-000795,2025-04-26,South,Mobile,Home,1861,21,1
BATCH-001088,2025-04-26,South,Web,Home,8764,124,5
BATCH-001219,2025-04-26,North,Partner,Grocery,5807,116,2
BATCH-001621,2025-04-26,North,Mobile,Home,15270,168,4
BATCH-001689,2025-04-26,South,Partner,Beverages,4951,150,6
BATCH-001969,2025-04-26,North,Mobile,Personal Care,3739,77,2
BATCH-002518,2025-04-26,North,Mobile,Grocery,3368,74,3
BATCH-002560,2025-04-26,North,Partner,Home,9083,122,2
BATCH-002781,2025-04-26,South,Mobile,Pet Care,9336,148,8
BATCH-002847,2025-04-26,East,Mobile,Home,3359,45,2
BATCH-003013,2025-04-26,North,Partner,Personal Care,3243,54,2
BATCH-003308,2025-04-26,South,Retail,Personal Care,8545,174,3
BATCH-003516,2025-04-26,North,Retail,Pet Care,2985,46,2
BATCH-004151,2025-04-26,South,Retail,Personal Care,8909,167,5
BATCH-004262,2025-04-26,South,Mobile,Home,13022,158,6
BATCH-004594,2025-04-26,West,Mobile,Grocery,7321,171,7
BATCH-000236,2025-04-27,North,Partner,Beverages,559,21,1
BATCH-001042,2025-04-27,East,Web,Home,5863,64,4
BATCH-001141,2025-04-27,West,Mobile,Personal Care,4772,90,5
BATCH-001522,2025-04-27,East,Partner,Grocery,5055,133,4
BATCH-002339,2025-04-27,West,Mobile,Home,12856,146,9
BATCH-002513,2025-04-27,North,Partner,Pet Care,3411,51,1
BATCH-004483,2025-04-27,East,Mobile,Personal Care,7803,155,10
BATCH-000785,2025-04-28,West,Partner,Personal Care,5594,107,4
BATCH-001353,2025-04-28,East,Mobile,Beverages,2075,90,3
BATCH-001759,2025-04-28,South,Retail,Pet Care,8406,151,7
BATCH-002064,2025-04-28,West,Partner,Beverages,749,25,0
BATCH-002552,2025-04-28,East,Retail,Personal Care,8156,167,9
BATCH-002898,2025-04-28,East,Partner,Home,10135,131,4
BATCH-004871,2025-04-28,West,Mobile,Grocery,3157,61,4
BATCH-000232,2025-04-29,South,Web,Personal Care,1021,21,1
BATCH-001456,2025-04-29,North,Mobile,Home,7846,93,4
BATCH-001686,2025-04-29,West,Web,Grocery,5836,145,3
BATCH-001910,2025-04-29,North,Mobile,Beverages,4988,178,6
BATCH-002127,2025-04-29,West,Retail,Beverages,4780,152,6
BATCH-002417,2025-04-29,North,Partner,Grocery,4904,105,5
BATCH-002553,2025-04-29,East,Mobile,Home,4187,56,2
BATCH-003423,2025-04-29,West,Web,Grocery,3768,90,5
BATCH-003979,2025-04-29,West,Mobile,Pet Care,4957,73,4
BATCH-004005,2025-04-29,North,Mobile,Pet Care,4177,68,4
BATCH-004874,2025-04-29,South,Web,Pet Care,8329,124,5
BATCH-000445,2025-04-30,West,Retail,Beverages,3791,116,4
BATCH-000759,2025-04-30,South,Web,Home,12831,157,4
BATCH-001029,2025-04-30,West,Partner,Home,7813,79,4
BATCH-001199,2025-04-30,East,Web,Grocery,6273,147,7
BATCH-001232,2025-04-30,East,Mobile,Grocery,994,26,1
BATCH-001380,2025-04-30,West,Retail,Beverages,3060,112,3
BATCH-001530,2025-04-30,East,Web,Home,3652,48,2
BATCH-001618,2025-04-30,East,Partner,Personal Care,9995,195,7
BATCH-002593,2025-04-30,North,Partner,Personal Care,7460,130,5
BATCH-002695,2025-04-30,South,Mobile,Beverages,1404,53,2
BATCH-003549,2025-04-30,West,Mobile,Grocery,5742,154,9
BATCH-003724,2025-04-30,South,Partner,Home,13934,169,5
BATCH-004026,2025-04-30,South,Retail,Pet Care,9496,162,8
BATCH-004587,2025-04-30,South,Web,Pet Care,10015,184,9
BATCH-004680,2025-04-30,South,Retail,Home,2334,26,1
BATCH-004905,2025-04-30,West,Partner,Beverages,4492,159,6
BATCH-004932,2025-04-30,East,Retail,Beverages,4076,150,6
BATCH-000010,2025-05-01,East,Mobile,Home,11353,113,7
BATCH-000172,2025-05-01,West,Mobile,Beverages,3862,145,7
BATCH-000448,2025-05-01,East,Web,Pet Care,1721,27,1
BATCH-000639,2025-05-01,West,Mobile,Grocery,3893,97,4
BATCH-000662,2025-05-01,West,Retail,Beverages,5710,176,9
BATCH-000840,2025-05-01,West,Retail,Home,7302,83,4
BATCH-001076,2025-05-01,South,Mobile,Beverages,2450,100,5
BATCH-002539,2025-05-01,East,Partner,Grocery,4438,100,5
BATCH-002660,2025-05-01,North,Web,Grocery,8678,183,8
BATCH-002786,2025-05-01,North,Retail,Beverages,3361,146,5
BATCH-003181,2025-05-01,East,Retail,Grocery,8572,184,7
BATCH-003497,2025-05-01,East,Mobile,Grocery,8426,172,6
BATCH-003573,2025-05-01,South,Web,Pet Care,10536,191,5
BATCH-004161,2025-05-01,East,Partner,Home,18938,198,6
BATCH-004245,2025-05-01,North,Retail,Pet Care,5467,78,2
BATCH-004815,2025-05-01,North,Partner,Beverages,3448,113,6
BATCH-004924,2025-05-01,North,Web,Grocery,2605,63,4
BATCH-000794,2025-05-02,North,Retail,Home,2605,28,1
BATCH-001244,2025-05-02,North,Partner,Beverages,1678,57,3
